cohort,phv,BDCHM_Label,new_bdchm_label
"ARIC","phv00512217","Taking diuretic","Taking diuretics"
"ARIC","phv00512281","Taking diuretic","Taking diuretics"
"ARIC","phv00512282","Taking diuretic","Taking diuretics"
"ARIC","phv00512290","Stroke status","Stroke"
"ARIC","phv00512397","Stroke status","Stroke"
"ARIC","phv00512446","Stroke status","Stroke"
"ARIC","phv00515898","Stroke status","Stroke"
"ARIC","phv00515927","COPD status","COPD"
"ARIC","phv00516827","Stroke status","Stroke"
"ARIC","phv00516877","Stroke status",""
"ARIC","phv00516896","Stroke status","Stroke"
"ARIC","phv00516934","Stroke status",""
"ARIC","phv00516957","Stroke status","Stroke"
"ARIC","phv00516964","Stroke status","Stroke"
"ARIC","phv00516974","Stroke status","Stroke"
"ARIC","phv00516982","Stroke status","Stroke"
"CARDIA","phv00112439","Body weight",""
"CARDIA","phv00112439","Cigarette smoking",""
"CARDIA","phv00112439","Fasting lipids",""
"CARDIA","phv00112439","HDL",""
"CARDIA","phv00112439","Height",""
"CARDIA","phv00112439","Hematocrit",""
"CARDIA","phv00112439","Hemoglobin",""
"CARDIA","phv00112439","Lymphocytes count",""
"CARDIA","phv00112439","Neutrophils count",""
"CARDIA","phv00112439","Platelet count",""
"CARDIA","phv00112439","Red blood cell count volume",""
"CARDIA","phv00112439","Total cholesterol in blood",""
"CARDIA","phv00112439","Triglycerides in blood",""
"CARDIA","phv00112439","White blood cell count",""
"CARDIA","phv00112439","basophils count",""
"CARDIA","phv00112439","eosinophils count",""
"CARDIA","phv00112439","mean corpuscular hemoglobin",""
"CARDIA","phv00112439","mean corpuscular hemoglobin concentration",""
"CARDIA","phv00112439","mean corpuscular volume",""
"CARDIA","phv00112439","monocytes count",""
"CARDIA","phv00112687","Red blood cell count volume","Red blood cell count"
"CARDIA","phv00113709","Triglycerides in blood",""
"CARDIA","phv00115119","Diastolic blood pressure",""
"CARDIA","phv00115119","Hypertension treatment",""
"CARDIA","phv00115119","Systolic blood pressure",""
"CARDIA","phv00115119","Taking ACE inhibitors",""
"CARDIA","phv00115119","Taking aldosterone receptor blockers",""
"CARDIA","phv00115119","Taking alpha blockers",""
"CARDIA","phv00115119","Taking angiotensin receptor blockers",""
"CARDIA","phv00115119","Taking beta blockers",""
"CARDIA","phv00115119","Taking calcium channel blockers",""
"CARDIA","phv00115119","Taking centrally acting agents",""
"CARDIA","phv00115119","Taking diuretics",""
"CARDIA","phv00116390","ICAM1 in blood",""
"CARDIA","phv00117058","Stroke status","Stroke"
"CARDIA","phv00117941","Stroke status","Stroke"
"CARDIA","phv00117970","Stroke status","Stroke"
"CARDIA","phv00118538","Stroke status","Stroke"
"CARDIA","phv00119422","Taking diuretic","Taking diuretics"
"CARDIA","phv00119423","Taking diuretic","Taking diuretics"
"CARDIA","phv00119916","Stroke status","Stroke"
"CARDIA","phv00119927","Stroke status","Stroke"
"CARDIA","phv00120748","Sleep hours",""
"CARDIA","phv00120748","c-reactive protein CRP",""
"CARDIA","phv00120748","interleukin 6 in blood",""
"CARDIA","phv00121307","Stroke status","Stroke"
"CARDIA","phv00121308","Stroke status","Stroke"
"CARDIA","phv00121309","Stroke status","Stroke"
"CARDIA","phv00121310","Stroke status","Stroke"
"CARDIA","phv00121311","Stroke status","Stroke"
"CARDIA","phv00121312","Stroke status","Stroke"
"CARDIA","phv00121313","Stroke status","Stroke"
"CARDIA","phv00121314","Stroke status","Stroke"
"CARDIA","phv00121315","Stroke status","Stroke"
"CARDIA","phv00121316","Stroke status","Stroke"
"CARDIA","phv00121317","Stroke status","Stroke"
"CARDIA","phv00121318","Stroke status","Stroke"
"CARDIA","phv00121319","Stroke status","Stroke"
"CARDIA","phv00121320","Stroke status","Stroke"
"CARDIA","phv00121321","Stroke status","Stroke"
"CARDIA","phv00121322","Stroke status","Stroke"
"CARDIA","phv00121323","Stroke status","Stroke"
"CARDIA","phv00121390","Stroke status","Stroke"
"CARDIA","phv00121392","Stroke status","Stroke"
"CARDIA","phv00121463","Stroke status","Stroke"
"CARDIA","phv00121524","Stroke status","Stroke"
"CARDIA","phv00121525","Stroke status","Stroke"
"CARDIA","phv00121526","Stroke status","Stroke"
"CARDIA","phv00121527","Stroke status","Stroke"
"CARDIA","phv00121528","Stroke status","Stroke"
"CARDIA","phv00121529","Stroke status","Stroke"
"CARDIA","phv00121530","Stroke status","Stroke"
"CARDIA","phv00121531","Stroke status","Stroke"
"CARDIA","phv00121532","Stroke status","Stroke"
"CARDIA","phv00121533","Stroke status","Stroke"
"CARDIA","phv00121534","Stroke status","Stroke"
"CARDIA","phv00121535","Stroke status","Stroke"
"CARDIA","phv00121536","Stroke status","Stroke"
"CARDIA","phv00121537","Stroke status","Stroke"
"CARDIA","phv00121538","Stroke status","Stroke"
"CARDIA","phv00121539","Stroke status","Stroke"
"CARDIA","phv00121540","Stroke status","Stroke"
"CARDIA","phv00121541","Stroke status","Stroke"
"CARDIA","phv00121542","Stroke status","Stroke"
"CARDIA","phv00121606","Stroke status","Stroke"
"CARDIA","phv00121615","Stroke status","Stroke"
"CARDIA","phv00121616","Stroke status","Stroke"
"CARDIA","phv00121729","Stroke status","Stroke"
"CARDIA","phv00121730","Stroke status","Stroke"
"CHS","phv00098822","Stroke status","Stroke"
"CHS","phv00099451","Stroke status","Stroke"
"CHS","phv00099458","Taking diuretic","Taking diuretics"
"CHS","phv00099461","Stroke status","Stroke"
"CHS","phv00099609","Taking diuretic","Taking diuretics"
"CHS","phv00099610","Taking diuretic","Taking diuretics"
"CHS","phv00099618","Taking diuretic","Taking diuretics"
"CHS","phv00099654","Taking diuretic","Taking diuretics"
"CHS","phv00099711","Stroke status","Stroke"
"CHS","phv00099712","Stroke status","Stroke"
"CHS","phv00100290","Carotid stenosis",""
"CHS","phv00100296","Stroke status","Stroke"
"CHS","phv00100299","Stroke status","Stroke"
"CHS","phv00100438","Taking diuretic","Taking diuretics"
"CHS","phv00100487","Activity LP-PLA2 in blood",""
"CHS","phv00100487","Angina",""
"CHS","phv00100487","Body weight",""
"CHS","phv00100487","Carotid IMT",""
"CHS","phv00100487","Carotid plaque",""
"CHS","phv00100487","Carotid stenosis",""
"CHS","phv00100487","Cigarette smoking",""
"CHS","phv00100487","Diastolic blood pressure",""
"CHS","phv00100487","Fasting lipids",""
"CHS","phv00100487","HDL",""
"CHS","phv00100487","Height",""
"CHS","phv00100487","Hematocrit",""
"CHS","phv00100487","Hemoglobin",""
"CHS","phv00100487","History of coronary angioplasty",""
"CHS","phv00100487","History of coronary artery bypass graft",""
"CHS","phv00100487","History of myocardial infarction",""
"CHS","phv00100487","Hypertension treatment",""
"CHS","phv00100487","ICAM1 in blood",""
"CHS","phv00100487","Mass LP-PLA2 in blood",""
"CHS","phv00100487","Platelet count",""
"CHS","phv00100487","Systolic blood pressure",""
"CHS","phv00100487","Taking ACE inhibitors",""
"CHS","phv00100487","Taking aldosterone receptor blockers",""
"CHS","phv00100487","Taking alpha blockers",""
"CHS","phv00100487","Taking angiotensin receptor blockers",""
"CHS","phv00100487","Taking beta blockers",""
"CHS","phv00100487","Taking calcium channel blockers",""
"CHS","phv00100487","Taking centrally acting agents",""
"CHS","phv00100487","Taking diuretics",""
"CHS","phv00100487","Taking statin medication",""
"CHS","phv00100487","Total cholesterol in blood",""
"CHS","phv00100487","Triglycerides in blood",""
"CHS","phv00100487","Venous thromboembolism",""
"CHS","phv00100487","White blood cell count",""
"CHS","phv00100487","c-reactive protein CRP",""
"CHS","phv00100487","interleukin 6 in blood",""
"CHS","phv00100487","mean corpuscular hemoglobin concentration",""
"CHS","phv00100487","peripheral arterial disease",""
"CHS","phv00100497","COPD status","COPD"
"CHS","phv00100548","Taking diuretic","Taking diuretics"
"CHS","phv00100549","Taking diuretic","Taking diuretics"
"CHS","phv00100557","Taking diuretic","Taking diuretics"
"CHS","phv00100593","Taking diuretic","Taking diuretics"
"CHS","phv00100694","Sleep hours",""
"CHS","phv00100792","Stroke status","Stroke"
"CHS","phv00100815","Stroke status","Stroke"
"CHS","phv00100830","Stroke status","Stroke"
"CHS","phv00100831","Stroke status","Stroke"
"CHS","phv00101302","Carotid stenosis","Carotid stenosis right"
"CHS","phv00101303","Carotid stenosis","Carotid stenosis left"
"CHS","phv00101313","Carotid stenosis","Carotid stenosis right"
"CHS","phv00101314","Carotid stenosis","Carotid stenosis left"
"CHS","phv00101505","Stroke status","Stroke"
"CHS","phv00101506","Stroke status","Stroke"
"CHS","phv00101507","Stroke status","Stroke"
"CHS","phv00101508","Stroke status","Stroke"
"CHS","phv00101510","Stroke status","Stroke"
"CHS","phv00101511","Stroke status","Stroke"
"CHS","phv00101512","Stroke status","Stroke"
"CHS","phv00101513","Stroke status","Stroke"
"CHS","phv00101514","Stroke status","Stroke"
"CHS","phv00101999","Taking diuretic","Taking diuretics"
"CHS","phv00102126","Taking diuretic","Taking diuretics"
"CHS","phv00102127","Taking diuretic","Taking diuretics"
"CHS","phv00102135","Taking diuretic","Taking diuretics"
"CHS","phv00102171","Taking diuretic","Taking diuretics"
"CHS","phv00102583","CAC Score",""
"CHS","phv00102630","Taking diuretic","Taking diuretics"
"CHS","phv00102653","Stroke status","Stroke"
"CHS","phv00102654","Stroke status","Stroke"
"CHS","phv00102655","Stroke status","Stroke"
"CHS","phv00102656","Stroke status","Stroke"
"CHS","phv00102658","Stroke status","Stroke"
"CHS","phv00102659","Stroke status","Stroke"
"CHS","phv00102660","Stroke status","Stroke"
"CHS","phv00102661","Stroke status","Stroke"
"CHS","phv00102662","Stroke status","Stroke"
"CHS","phv00103099","Taking diuretic","Taking diuretics"
"CHS","phv00103100","Taking diuretic","Taking diuretics"
"CHS","phv00103108","Taking diuretic","Taking diuretics"
"CHS","phv00103144","Taking diuretic","Taking diuretics"
"CHS","phv00104044","Stroke status","Stroke"
"CHS","phv00104045","Stroke status","Stroke"
"CHS","phv00104358","Taking diuretic","Taking diuretics"
"CHS","phv00104417","Taking diuretic","Taking diuretics"
"CHS","phv00104418","Taking diuretic","Taking diuretics"
"CHS","phv00104426","Taking diuretic","Taking diuretics"
"CHS","phv00104462","Taking diuretic","Taking diuretics"
"CHS","phv00104764","Taking diuretic","Taking diuretics"
"CHS","phv00104808","Stroke status","Stroke"
"CHS","phv00104809","Stroke status","Stroke"
"CHS","phv00104810","Stroke status","Stroke"
"CHS","phv00104811","Stroke status","Stroke"
"CHS","phv00104813","Stroke status","Stroke"
"CHS","phv00104814","Stroke status","Stroke"
"CHS","phv00104815","Stroke status","Stroke"
"CHS","phv00104816","Stroke status","Stroke"
"CHS","phv00105047","Taking diuretic","Taking diuretics"
"CHS","phv00105048","Taking diuretic","Taking diuretics"
"CHS","phv00105056","Taking diuretic","Taking diuretics"
"CHS","phv00105092","Taking diuretic","Taking diuretics"
"CHS","phv00105139","Stroke status","Stroke"
"CHS","phv00105470","Stroke status","Stroke"
"CHS","phv00105471","Stroke status","Stroke"
"CHS","phv00105624","Taking diuretic","Taking diuretics"
"CHS","phv00105876","Stroke status","Stroke"
"CHS","phv00105877","Stroke status","Stroke"
"CHS","phv00105879","Stroke status","Stroke"
"CHS","phv00106468","Taking diuretic","Taking diuretics"
"CHS","phv00106469","Taking diuretic","Taking diuretics"
"CHS","phv00106477","Taking diuretic","Taking diuretics"
"CHS","phv00106513","Taking diuretic","Taking diuretics"
"CHS","phv00107022","Stroke status","Stroke"
"CHS","phv00107023","Stroke status","Stroke"
"CHS","phv00107024","Stroke status","Stroke"
"CHS","phv00107025","Stroke status","Stroke"
"CHS","phv00107027","Stroke status","Stroke"
"CHS","phv00107028","Stroke status","Stroke"
"CHS","phv00107029","Stroke status","Stroke"
"CHS","phv00107030","Stroke status","Stroke"
"CHS","phv00107031","Stroke status","Stroke"
"CHS","phv00107349","Taking diuretic","Taking diuretics"
"CHS","phv00107393","Taking diuretic","Taking diuretics"
"CHS","phv00107394","Taking diuretic","Taking diuretics"
"CHS","phv00107402","Taking diuretic","Taking diuretics"
"CHS","phv00107438","Taking diuretic","Taking diuretics"
"CHS","phv00107785","Taking diuretic","Taking diuretics"
"CHS","phv00107909","Stroke status","Stroke"
"CHS","phv00107910","Stroke status","Stroke"
"CHS","phv00107911","Stroke status","Stroke"
"CHS","phv00107912","Stroke status","Stroke"
"CHS","phv00107914","Stroke status","Stroke"
"CHS","phv00107915","Stroke status","Stroke"
"CHS","phv00107916","Stroke status","Stroke"
"CHS","phv00107917","Stroke status","Stroke"
"CHS","phv00107918","Stroke status","Stroke"
"CHS","phv00108254","Taking diuretic","Taking diuretics"
"CHS","phv00108255","Taking diuretic","Taking diuretics"
"CHS","phv00108263","Taking diuretic","Taking diuretics"
"CHS","phv00108299","Taking diuretic","Taking diuretics"
"CHS","phv00108597","Stroke status","Stroke"
"CHS","phv00108598","Stroke status","Stroke"
"CHS","phv00108599","Stroke status","Stroke"
"CHS","phv00108600","Stroke status","Stroke"
"CHS","phv00108602","Stroke status","Stroke"
"CHS","phv00108603","Stroke status","Stroke"
"CHS","phv00108604","Stroke status","Stroke"
"CHS","phv00108605","Stroke status","Stroke"
"CHS","phv00108606","Stroke status","Stroke"
"CHS","phv00108762","Stroke status","Stroke"
"CHS","phv00108763","Stroke status","Stroke"
"CHS","phv00108844","Taking diuretic","Taking diuretics"
"CHS","phv00109008","Taking diuretic","Taking diuretics"
"CHS","phv00109009","Taking diuretic","Taking diuretics"
"CHS","phv00109017","Taking diuretic","Taking diuretics"
"CHS","phv00109053","Taking diuretic","Taking diuretics"
"CHS","phv00109365","Stroke status","Stroke"
"CHS","phv00109366","Stroke status","Stroke"
"CHS","phv00109367","Stroke status","Stroke"
"CHS","phv00109368","Stroke status","Stroke"
"CHS","phv00109369","Stroke status","Stroke"
"CHS","phv00109370","Stroke status","Stroke"
"CHS","phv00109371","Stroke status","Stroke"
"CHS","phv00109372","Stroke status","Stroke"
"CHS","phv00109373","Stroke status","Stroke"
"CHS","phv00109374","Stroke status","Stroke"
"CHS","phv00109505","Taking diuretic","Taking diuretics"
"CHS","phv00109719","Taking diuretic","Taking diuretics"
"CHS","phv00109720","Taking diuretic","Taking diuretics"
"CHS","phv00109728","Taking diuretic","Taking diuretics"
"CHS","phv00109764","Taking diuretic","Taking diuretics"
"CHS","phv00110012","Stroke status","Stroke"
"CHS","phv00110013","Stroke status","Stroke"
"CHS","phv00110014","Stroke status","Stroke"
"CHS","phv00110015","Stroke status","Stroke"
"CHS","phv00110016","Stroke status","Stroke"
"CHS","phv00110017","Stroke status","Stroke"
"CHS","phv00110018","Stroke status","Stroke"
"CHS","phv00110019","Stroke status","Stroke"
"CHS","phv00110020","Stroke status","Stroke"
"CHS","phv00110021","Stroke status","Stroke"
"CHS","phv00110186","Taking diuretic","Taking diuretics"
"CHS","phv00110661","Taking diuretic","Taking diuretics"
"CHS","phv00110662","Taking diuretic","Taking diuretics"
"CHS","phv00110670","Taking diuretic","Taking diuretics"
"CHS","phv00110706","Taking diuretic","Taking diuretics"
"CHS","phv00197450","Stroke status","Stroke"
"CHS","phv00197462","COPD status","COPD"
"CHS","phv00197533","Taking diuretic","Taking diuretics"
"CHS","phv00197534","Taking diuretic","Taking diuretics"
"CHS","phv00197535","Taking diuretic","Taking diuretics"
"CHS","phv00197556","Taking diuretic","Taking diuretics"
"CHS","phv00197704","Stroke status","Stroke"
"CHS","phv00197725","Sleep apnea status","Sleep apnea"
"CHS","phv00197726","Sleep apnea status","Sleep apnea"
"CHS","phv00197727","Sleep apnea status","Sleep apnea"
"CHS","phv00197728","Sleep apnea status","Sleep apnea"
"CHS","phv00197729","Sleep apnea status","Sleep apnea"
"CHS","phv00197730","Sleep apnea status","Sleep apnea"
"CHS","phv00197731","Sleep apnea status","Sleep apnea"
"CHS","phv00197732","Sleep apnea status","Sleep apnea"
"CHS","phv00197733","Sleep apnea status","Sleep apnea"
"CHS","phv00197734","Sleep apnea status","Sleep apnea"
"CHS","phv00197735","Sleep apnea status","Sleep apnea"
"CHS","phv00197736","Sleep apnea status","Sleep apnea"
"CHS","phv00197737","Sleep apnea status","Sleep apnea"
"CHS","phv00197738","Sleep apnea status","Sleep apnea"
"CHS","phv00197739","Sleep apnea status","Sleep apnea"
"CHS","phv00197740","Sleep apnea status","Sleep apnea"
"CHS","phv00197741","Sleep apnea status","Sleep apnea"
"CHS","phv00197742","Sleep apnea status","Sleep apnea"
"CHS","phv00197743","Sleep apnea status","Sleep apnea"
"CHS","phv00197744","Sleep apnea status","Sleep apnea"
"CHS","phv00197745","Sleep apnea status","Sleep apnea"
"CHS","phv00197746","Sleep apnea status","Sleep apnea"
"CHS","phv00197747","Sleep apnea status","Sleep apnea"
"CHS","phv00197748","Sleep apnea status","Sleep apnea"
"CHS","phv00197749","Sleep apnea status","Sleep apnea"
"CHS","phv00197750","Sleep apnea status","Sleep apnea"
"CHS","phv00197751","Sleep apnea status","Sleep apnea"
"CHS","phv00197752","Sleep apnea status","Sleep apnea"
"CHS","phv00197753","Sleep apnea status","Sleep apnea"
"CHS","phv00197754","Sleep apnea status","Sleep apnea"
"CHS","phv00197755","Sleep apnea status","Sleep apnea"
"CHS","phv00197756","Sleep apnea status","Sleep apnea"
"CHS","phv00197757","Sleep apnea status","Sleep apnea"
"CHS","phv00197758","Sleep apnea status","Sleep apnea"
"CHS","phv00197759","Sleep apnea status","Sleep apnea"
"CHS","phv00197760","Sleep apnea status","Sleep apnea"
"CHS","phv00197761","Sleep apnea status","Sleep apnea"
"CHS","phv00197921","Sleep apnea status","Sleep apnea"
"CHS","phv00197926","Sleep apnea status","Sleep apnea"
"CHS","phv00197931","Sleep apnea status","Sleep apnea"
"CHS","phv00197936","Sleep apnea status","Sleep apnea"
"CHS","phv00197941","Sleep apnea status","Sleep apnea"
"CHS","phv00197946","Sleep apnea status","Sleep apnea"
"CHS","phv00197951","Sleep apnea status","Sleep apnea"
"CHS","phv00197956","Sleep apnea status","Sleep apnea"
"CHS","phv00197961","Sleep apnea status","Sleep apnea"
"CHS","phv00197966","Sleep apnea status","Sleep apnea"
"CHS","phv00197971","Sleep apnea status","Sleep apnea"
"CHS","phv00197976","Sleep apnea status","Sleep apnea"
"CHS","phv00197993","Sleep apnea status","Sleep apnea"
"CHS","phv00197998","Sleep apnea status","Sleep apnea"
"CHS","phv00198003","Sleep apnea status","Sleep apnea"
"CHS","phv00198008","Sleep apnea status","Sleep apnea"
"CHS","phv00198013","Sleep apnea status","Sleep apnea"
"CHS","phv00198018","Sleep apnea status","Sleep apnea"
"CHS","phv00198023","Sleep apnea status","Sleep apnea"
"CHS","phv00198028","Sleep apnea status","Sleep apnea"
"CHS","phv00198033","Sleep apnea status","Sleep apnea"
"CHS","phv00198038","Sleep apnea status","Sleep apnea"
"CHS","phv00198043","Sleep apnea status","Sleep apnea"
"CHS","phv00198048","Sleep apnea status","Sleep apnea"
